case,event,role
7,153,12
7,154,12
7,155,12
7,22,12
8,28,18
8,29,18
8,31,18
8,32,18
8,33,18
8,39,18
8,40,18
8,44,18
8,51,18
8,59,18
8,68,18
8,74,18
8,80,18
8,87,18
8,94,18
8,95,18
8,100,18
8,115,18
8,116,18
8,162,18
8,165,18
8,218,18
8,254,18
8,299,18
8,358,18
8,117,13
8,118,13
8,121,13
8,123,13
8,124,13
8,125,13
8,126,13
8,127,13
8,129,13
8,130,13
8,132,13
8,133,13
8,134,13
8,135,13
8,143,13
8,122,13
8,131,13
9,28,21
9,29,21
9,31,21
9,32,21
9,33,21
9,39,21
9,40,21
9,162,21
9,163,21
9,165,21
9,176,21
9,385,21
9,34,15
9,51,15
9,52,15
9,53,15
9,59,15
9,68,15
9,74,15
9,81,15
9,82,15
9,87,15
9,93,15
9,94,15
9,95,15
9,100,15
9,115,15
9,116,15
9,218,15
9,254,15
9,299,15
9,358,15
9,359,15
9,117,13
9,118,13
9,121,13
9,123,13
9,124,13
9,125,13
9,126,13
9,127,13
9,129,13
9,130,13
9,132,13
9,133,13
9,134,13
9,135,13
9,384,13
9,122,13
9,131,13
10,28,21
10,29,21
10,31,21
10,32,21
10,33,21
10,40,21
10,162,21
10,163,21
10,165,21
10,167,21
10,168,21
10,169,21
10,170,21
10,171,21
10,176,21
10,385,21
10,51,12
10,52,12
10,53,12
10,59,12
10,218,12
10,219,12
10,220,12
10,221,12
10,223,12
10,222,12
10,63,12
10,64,12
10,68,12
10,71,12
10,74,12
10,218,12
10,224,12
10,225,12
10,226,12
10,228,12
10,81,12
10,82,12
10,87,12
10,93,12
10,94,12
10,95,12
10,100,12
10,115,12
10,116,12
10,117,12
10,118,12
10,254,12
10,299,12
10,358,12
10,121,13
10,123,13
10,124,13
10,125,13
10,126,13
10,127,13
10,129,13
10,130,13
10,131,13
10,132,13
10,133,13
10,134,13
10,135,13
10,384,13
10,122,13
10,1,12
10,23,12
10,49,12
10,148,12
10,150,12
10,22,12
11,28,13
11,29,13
11,31,13
11,32,13
11,33,13
11,162,13
11,163,13
11,176,13
11,385,13
12,28,21
12,29,21
12,31,21
12,32,21
12,33,21
12,162,21
12,163,21
12,176,21
12,385,21
12,40,9
12,44,9
12,165,9
12,167,9
12,168,9
12,169,9
12,170,9
12,171,9
12,359,9
12,34,9
12,51,9
12,52,9
12,53,9
12,59,9
12,218,9
12,219,9
12,220,9
12,222,9
12,225,9
12,63,9
12,221,9
12,223,9
12,224,9
12,226,9
12,228,9
12,387,9
13,28,21
13,29,21
13,31,21
13,32,21
13,33,21
13,39,21
13,40,21
13,162,21
13,163,21
13,165,21
13,176,21
13,385,21
13,34,14
13,51,14
13,52,14
13,53,14
13,59,14
13,68,14
13,74,14
13,81,14
13,82,14
13,87,14
13,93,14
13,94,14
13,95,14
13,100,14
13,115,14
13,116,14
13,117,14
13,118,14
13,218,14
13,254,14
13,299,14
13,358,14
13,359,14
13,121,13
13,123,13
13,124,13
13,125,13
13,126,13
13,127,13
13,129,13
13,130,13
13,131,13
13,132,13
13,133,13
13,134,13
13,135,13
13,384,13
13,122,13
14,28,13
14,29,13
14,31,13
14,32,13
14,33,13
14,40,13
14,162,13
14,163,13
14,165,13
14,167,13
14,168,13
14,169,13
14,170,13
14,172,13
14,173,13
14,176,13
14,385,13
14,34,12
14,51,12
14,52,12
14,53,12
14,59,12
14,60,12
14,218,12
14,219,12
14,220,12
14,359,12
14,189,12
14,208,12
14,221,12
14,222,12
14,223,12
14,63,12
14,224,12
14,225,12
14,226,12
14,228,12
14,64,12
14,68,5
14,71,5
14,74,5
14,81,5
14,218,5
14,82,5
14,87,5
14,93,5
14,94,5
14,95,5
14,254,5
14,337,5
14,338,5
14,339,5
14,340,5
14,342,5
14,341,5
14,345,5
14,81,5
14,343,5
14,346,5
14,347,5
14,82,5
14,87,5
14,93,5
14,94,5
14,95,5
14,101,5
14,102,5
14,103,5
14,104,5
14,105,5
14,108,5
14,110,5
14,112,5
14,113,5
14,254,5
14,259,5
14,264,5
14,268,5
14,269,5
14,271,5
14,272,5
14,106,5
14,111,5
14,270,5
14,273,5
14,261,5
14,262,5
14,275,5
14,278,5
14,280,5
14,282,5
14,285,5
14,116,5
14,117,5
14,118,5
14,149,5
14,266,5
14,279,5
14,290,5
14,299,5
14,348,5
14,358,5
14,121,5
14,124,5
14,125,5
14,122,13
14,123,13
14,126,13
14,127,13
14,129,13
14,130,13
14,131,13
14,132,13
14,133,13
14,134,13
14,135,13
14,137,13
14,142,13
14,151,5
14,136,13
14,10,5
14,23,5
14,49,5
14,148,5
14,150,5
14,152,5
14,153,5
14,154,5
14,155,5
14,22,5
15,28,21
15,29,21
15,31,21
15,32,21
15,33,21
15,39,21
15,40,21
15,162,21
15,163,21
15,165,21
15,176,21
15,385,21
15,34,9
15,51,9
15,59,9
15,68,9
15,74,9
15,81,9
15,82,9
15,87,9
15,93,9
15,94,9
15,95,9
15,100,9
15,115,9
15,116,9
15,117,9
15,118,9
15,121,9
15,123,9
15,124,9
15,125,9
15,126,9
15,127,9
15,129,9
15,130,9
15,218,9
15,254,9
15,299,9
15,358,9
15,359,9
15,384,9
15,122,9
15,131,13
15,132,13
15,133,13
15,134,13
15,135,13
15,151,5
15,1,9
15,23,9
15,148,9
15,150,9
15,22,9
15,49,5
15,152,5
15,153,5
15,154,5
15,155,5
16,28,21
16,29,21
16,31,21
16,32,21
16,33,21
16,39,21
16,40,21
16,162,21
16,163,21
16,165,21
16,176,21
16,385,21
16,34,10
16,51,10
16,59,10
16,68,10
16,74,10
16,81,10
16,82,10
16,87,10
16,93,10
16,94,10
16,95,10
16,100,10
16,115,10
16,116,10
16,117,10
16,118,10
16,121,10
16,123,10
16,124,10
16,125,10
16,126,10
16,127,10
16,129,10
16,130,10
16,132,10
16,133,10
16,134,10
16,135,10
16,218,10
16,254,10
16,299,10
16,358,10
16,359,10
16,384,10
16,122,10
16,131,10
16,151,10
16,1,10
16,23,10
16,49,10
16,148,10
16,150,10
16,152,10
16,153,10
16,154,10
16,155,10
16,22,10
17,28,21
17,29,21
17,31,21
17,32,21
17,33,21
17,39,21
17,40,21
17,162,21
17,163,21
17,165,21
17,176,21
17,385,21
17,34,14
17,51,14
17,52,14
17,53,14
17,59,14
17,68,14
17,74,14
17,81,14
17,82,14
17,87,14
17,93,14
17,94,14
17,95,14
17,100,14
17,115,14
17,116,14
17,117,14
17,118,14
17,218,14
17,254,14
17,299,14
17,358,14
17,359,14
17,121,13
17,123,13
17,124,13
17,125,13
17,126,13
17,127,13
17,129,13
17,130,13
17,131,13
17,132,13
17,133,13
17,134,13
17,135,13
17,384,13
17,122,13
18,28,21
18,29,21
18,31,21
18,32,21
18,33,21
18,39,21
18,40,21
18,162,21
18,163,21
18,165,21
18,176,21
18,385,21
18,34,14
18,51,14
18,52,14
18,53,14
18,59,14
18,68,14
18,74,14
18,81,14
18,82,14
18,87,14
18,93,14
18,94,14
18,95,14
18,100,14
18,115,14
18,116,14
18,117,14
18,118,14
18,218,14
18,254,14
18,299,14
18,358,14
18,359,14
18,121,21
18,122,21
18,123,21
18,124,21
18,125,21
18,126,21
18,127,21
18,129,21
18,130,21
18,131,21
18,132,21
18,133,21
18,134,21
18,135,21
18,384,21
19,28,21
19,29,21
19,31,21
19,32,21
19,33,21
19,39,21
19,40,21
19,162,21
19,163,21
19,165,21
19,176,21
19,385,21
19,34,15
19,222,15
19,51,15
19,52,15
19,53,15
19,59,15
19,63,15
19,64,15
19,67,15
19,68,15
19,71,15
19,74,15
19,81,15
19,82,15
19,87,15
19,93,15
19,94,15
19,95,15
19,100,15
19,115,15
19,116,15
19,218,15
19,218,15
19,219,15
19,220,15
19,221,15
19,223,15
19,224,15
19,225,15
19,226,15
19,228,15
19,254,15
19,299,15
19,358,15
19,359,15
19,117,21
19,118,21
19,121,21
19,122,21
19,123,21
19,124,21
19,125,21
19,126,21
19,127,21
19,129,21
19,130,21
19,132,21
19,133,21
19,134,21
19,135,21
19,384,21
19,131,21
20,28,21
20,29,21
20,31,21
20,32,21
20,33,21
20,39,21
20,40,21
20,162,21
20,163,21
20,165,21
20,176,21
20,385,21
20,34,14
20,51,14
20,52,14
20,53,14
20,59,14
20,68,14
20,74,14
20,81,14
20,82,14
20,87,14
20,93,14
20,94,14
20,95,14
20,100,14
20,115,14
20,116,14
20,117,14
20,118,14
20,218,14
20,254,14
20,299,14
20,358,14
20,359,14
20,121,13
20,123,13
20,124,13
20,125,13
20,126,13
20,127,13
20,129,13
20,130,13
20,131,13
20,132,13
20,133,13
20,134,13
20,135,13
20,384,13
20,122,13
21,28,21
21,29,21
21,31,21
21,32,21
21,33,21
21,39,21
21,40,21
21,162,21
21,163,21
21,165,21
21,176,21
21,385,21
21,34,14
21,51,14
21,52,14
21,53,14
21,59,14
21,218,14
21,219,14
21,220,14
21,222,14
21,359,14
21,221,14
21,223,14
22,28,13
22,29,13
22,31,13
22,32,13
22,33,13
22,39,13
22,40,13
22,162,13
22,163,13
22,165,13
22,176,13
22,385,13
22,51,13
22,59,13
22,68,13
22,74,13
22,81,13
22,82,13
22,87,13
22,93,13
22,94,13
22,95,13
22,100,13
22,115,13
22,116,13
22,117,13
22,118,13
22,121,13
22,123,13
22,124,13
22,125,13
22,126,13
22,127,13
22,129,13
22,130,13
22,132,13
22,133,13
22,134,13
22,135,13
22,218,13
22,254,13
22,299,13
22,358,13
22,384,13
22,122,13
22,131,13
22,1,10
22,23,10
22,49,10
22,148,10
22,150,10
22,22,10
23,28,13
23,29,13
23,31,13
23,32,13
23,33,13
23,39,13
23,40,13
23,51,14
23,52,14
23,53,14
23,59,14
23,68,14
23,74,14
23,81,14
23,82,14
23,87,14
23,93,14
23,94,14
23,95,14
23,100,14
23,115,14
23,116,14
23,117,14
23,118,14
23,162,13
23,163,13
23,165,13
23,176,13
23,218,14
23,254,14
23,299,14
23,358,14
23,359,14
23,385,13
23,34,14
23,121,13
23,123,13
23,124,13
23,125,13
23,126,13
23,127,13
23,129,13
23,130,13
23,131,13
23,132,13
23,133,13
23,134,13
23,135,13
23,384,13
23,122,13
24,28,13
24,29,13
24,31,13
24,32,13
24,33,13
24,39,13
24,40,13
24,51,14
24,52,14
24,53,14
24,59,14
24,162,13
24,163,13
24,165,13
24,176,13
24,218,14
24,219,14
24,220,14
24,222,14
24,359,14
24,385,13
24,34,14
24,221,14
24,223,14
24,63,14
24,64,14
24,67,14
24,68,14
24,71,14
24,74,14
24,81,14
24,82,14
24,87,14
24,93,14
24,94,14
24,95,14
24,218,14
24,224,14
24,225,14
24,226,14
24,228,14
24,254,14
24,337,14
24,338,14
24,339,14
24,341,14
24,81,14
24,82,14
24,87,14
24,93,14
24,94,14
24,95,14
24,100,14
24,115,14
24,116,14
24,117,14
24,118,14
24,254,14
24,299,14
24,340,14
24,342,14
24,343,14
24,345,14
24,346,14
24,347,14
24,358,14
24,122,13
24,123,13
24,131,13
24,132,13
24,121,13
24,124,13
24,125,13
24,126,13
24,127,13
24,129,13
24,130,13
24,133,13
24,134,13
24,135,13
24,1,6
24,2,6
25,28,13
25,29,13
25,31,13
25,32,13
25,33,13
25,39,13
25,40,13
25,162,13
25,163,13
25,165,13
25,176,13
25,385,13
25,34,14
25,51,14
25,52,14
25,53,14
25,59,14
25,68,14
25,74,14
25,81,14
25,82,14
25,87,14
25,93,14
25,94,14
25,95,14
25,100,14
25,115,14
25,116,14
25,117,14
25,118,14
25,218,14
25,254,14
25,299,14
25,358,14
25,359,14
25,121,13
25,123,13
25,124,13
25,125,13
25,126,13
25,127,13
25,129,13
25,130,13
25,131,13
25,132,13
25,133,13
25,134,13
25,135,13
25,384,13
25,122,13
26,28,21
26,29,21
26,31,21
26,32,21
26,33,21
26,39,21
26,40,21
26,162,21
26,163,21
26,165,21
26,176,21
26,385,21
26,34,12
26,51,12
26,59,12
26,68,12
26,74,12
26,81,12
26,82,12
26,218,12
26,359,12
26,360,12
26,365,12
26,366,12
26,367,12
26,87,12
26,93,12
26,94,12
26,95,12
26,100,12
26,115,12
26,116,12
26,117,12
26,118,12
26,121,12
26,124,12
26,125,12
26,254,12
26,299,12
26,358,12
26,368,12
26,122,13
26,123,13
26,126,13
26,127,13
26,129,13
26,130,13
26,132,13
26,133,13
26,134,13
26,135,13
26,384,13
26,131,13
26,1,12
26,23,12
26,49,12
26,141,12
26,148,12
26,150,12
26,151,12
26,152,12
26,153,12
26,154,12
26,155,12
26,22,12
27,28,13
27,29,13
27,31,13
27,32,13
27,33,13
27,39,13
27,40,13
27,162,13
27,163,13
27,165,13
27,176,13
27,385,13
27,34,12
27,51,12
27,59,12
27,68,12
27,74,12
27,81,12
27,82,12
27,87,12
27,93,12
27,94,12
27,95,12
27,100,12
27,115,12
27,116,12
27,117,12
27,118,12
27,121,12
27,124,12
27,125,12
27,218,12
27,254,12
27,299,12
27,358,12
27,359,12
27,122,13
27,123,13
27,126,13
27,127,13
27,129,13
27,130,13
27,131,13
27,132,13
27,133,13
27,134,13
27,135,13
27,384,13
27,1,12
27,23,12
27,49,12
27,148,12
27,150,12
27,151,12
27,152,12
27,153,12
27,154,12
27,155,12
27,22,12
28,28,13
28,29,13
28,31,13
28,32,13
28,33,13
28,39,13
28,40,13
28,162,13
28,163,13
28,165,13
28,176,13
28,385,13
28,34,14
28,51,14
28,52,14
28,53,14
28,59,14
28,68,14
28,74,14
28,81,14
28,82,14
28,87,14
28,93,14
28,94,14
28,95,14
28,100,14
28,115,14
28,116,14
28,117,14
28,118,14
28,121,14
28,124,14
28,125,14
28,218,14
28,254,14
28,299,14
28,358,14
28,359,14
28,122,13
28,123,13
28,126,13
28,127,13
28,129,13
28,130,13
28,131,13
28,132,13
28,133,13
28,134,13
28,135,13
28,384,13
29,28,21
29,29,21
29,31,21
29,32,21
29,33,21
29,39,21
29,40,21
29,51,5
29,59,5
29,68,5
29,74,5
29,81,5
29,82,5
29,87,5
29,93,5
29,94,5
29,95,5
29,100,5
29,115,5
29,116,5
29,117,5
29,118,5
29,121,5
29,124,5
29,125,5
29,162,21
29,163,21
29,165,21
29,176,21
29,218,5
29,254,5
29,299,5
29,358,5
29,359,5
29,385,21
29,34,5
29,122,13
29,123,13
29,126,13
29,127,13
29,129,13
29,130,13
29,131,13
29,132,13
29,133,13
29,134,13
29,135,13
29,151,5
29,384,13
29,1,5
29,23,5
29,49,5
29,148,5
29,150,5
29,152,5
29,153,5
29,154,5
29,155,5
29,22,5
30,28,21
30,29,21
30,31,21
30,32,21
30,33,21
30,39,21
30,40,21
30,51,14
30,52,14
30,53,14
30,59,14
30,68,14
30,74,14
30,81,14
30,82,14
30,87,14
30,93,14
30,94,14
30,95,14
30,100,14
30,115,14
30,116,14
30,117,14
30,118,14
30,162,21
30,163,21
30,165,21
30,176,21
30,218,14
30,254,14
30,299,14
30,358,14
30,359,14
30,385,21
30,34,14
30,121,21
30,122,21
30,123,21
30,124,21
30,125,21
30,126,21
30,127,21
30,129,21
30,130,21
30,132,21
30,133,21
30,134,21
30,135,21
30,151,12
30,384,21
30,131,21
30,1,12
30,23,12
30,49,12
30,148,12
30,150,12
30,152,12
30,153,12
30,154,12
30,22,12
31,28,21
31,29,21
31,31,21
31,32,21
31,33,21
31,39,21
31,40,21
31,162,21
31,163,21
31,165,21
31,176,21
31,385,21
31,34,21
31,51,14
31,52,14
31,53,14
31,59,14
31,68,14
31,74,14
31,81,14
31,82,14
31,87,14
31,93,14
31,94,14
31,95,14
31,218,14
31,254,14
31,337,14
31,338,14
31,339,14
31,340,14
31,342,14
31,359,14
31,341,14
31,81,14
31,82,14
31,87,14
31,93,14
31,94,14
31,95,14
31,100,14
31,115,14
31,116,14
31,117,14
31,118,14
31,254,14
31,299,14
31,343,14
31,345,14
31,346,14
31,347,14
31,358,14
31,121,21
31,123,21
31,124,21
31,125,21
31,126,21
31,127,21
31,129,21
31,130,21
31,131,21
31,132,21
31,133,21
31,134,21
31,135,21
31,384,21
31,122,21
32,28,13
32,29,13
32,31,13
32,32,13
32,33,13
32,39,13
32,40,13
32,51,12
32,59,12
32,68,12
32,74,12
32,81,12
32,162,13
32,163,13
32,165,13
32,176,13
32,218,12
32,359,12
32,385,13
32,34,12
32,82,12
32,87,12
32,93,12
32,94,12
32,95,12
32,100,12
32,115,12
32,116,12
32,117,12
32,118,12
32,121,12
32,124,12
32,125,12
32,254,12
32,299,12
32,358,12
32,122,13
32,123,13
32,126,13
32,127,13
32,129,13
32,130,13
32,131,13
32,132,13
32,133,13
32,134,13
32,135,13
32,384,13
32,1,12
32,23,12
32,49,12
32,148,12
32,150,12
32,151,12
32,152,12
32,153,12
32,154,12
32,155,12
32,22,12
33,28,21
33,29,21
33,31,21
33,32,21
33,33,21
33,39,21
33,40,21
33,51,14
33,52,14
33,53,14
33,59,14
33,162,21
33,163,21
33,165,21
33,176,21
33,218,14
33,219,14
33,220,14
33,385,21
33,34,14
33,221,14
33,223,14
33,359,14
33,222,14
33,224,14
33,225,14
33,226,14
33,228,14
33,63,14
33,64,14
33,67,14
33,68,14
33,71,14
33,74,14
33,81,14
33,82,14
33,87,14
33,93,14
33,94,14
33,95,14
33,100,14
33,115,14
33,116,14
33,218,14
33,254,14
33,299,14
33,358,14
33,117,14
33,118,14
33,121,13
33,123,13
33,124,13
33,125,13
33,126,13
33,127,13
33,129,13
33,130,13
33,132,13
33,133,13
33,134,13
33,135,13
33,151,5
33,122,13
33,131,13
33,1,5
33,23,5
33,49,5
33,148,5
33,150,5
33,152,5
33,153,5
33,154,5
33,155,5
33,22,5
34,28,21
34,29,21
34,31,21
34,32,21
34,33,21
34,39,21
34,40,21
34,162,21
34,163,21
34,165,21
34,176,21
34,385,21
34,34,14
34,222,14
34,51,14
34,52,14
34,53,14
34,59,14
34,63,14
34,64,14
34,67,14
34,68,14
34,71,14
34,74,14
34,81,14
34,82,14
34,87,14
34,93,14
34,94,14
34,95,14
34,100,14
34,115,14
34,116,14
34,218,14
34,218,14
34,219,14
34,220,14
34,221,14
34,223,14
34,224,14
34,225,14
34,226,14
34,228,14
34,254,14
34,299,14
34,358,14
34,359,14
34,117,14
34,118,14
34,121,13
34,123,13
34,124,13
34,125,13
34,126,13
34,127,13
34,129,13
34,130,13
34,131,13
34,132,13
34,133,13
34,134,13
34,135,13
34,384,13
34,122,13
34,1,12
34,23,12
34,49,12
34,148,12
34,150,12
34,151,12
34,152,12
34,153,12
34,154,12
34,155,12
34,22,12
35,28,21
35,29,21
35,31,21
35,32,21
35,163,21
35,176,21
35,385,21
35,33,12
35,39,12
35,40,12
35,51,12
35,59,12
35,68,12
35,74,12
35,81,12
35,82,12
35,87,12
35,93,12
35,94,12
35,95,12
35,100,12
35,115,12
35,116,12
35,117,12
35,118,12
35,162,12
35,165,12
35,218,12
35,254,12
35,299,12
35,358,12
35,359,12
35,34,12
35,121,13
35,123,13
35,124,13
35,125,13
35,126,13
35,127,13
35,129,13
35,130,13
35,131,13
35,132,13
35,133,13
35,134,13
35,135,13
35,384,13
35,122,13
35,1,12
35,23,12
35,49,12
35,148,12
35,150,12
35,151,12
35,152,12
35,153,12
35,154,12
35,155,12
35,22,12
36,28,13
36,29,13
36,31,13
36,32,13
36,33,13
36,39,13
36,40,13
36,162,13
36,163,13
36,165,13
36,176,13
36,385,13
36,34,14
36,51,14
36,52,14
36,53,14
36,59,14
36,68,14
36,74,14
36,81,14
36,82,14
36,87,14
36,93,14
36,94,14
36,95,14
36,100,14
36,115,14
36,116,14
36,117,14
36,118,14
36,218,14
36,254,14
36,299,14
36,358,14
36,359,14
36,121,13
36,123,13
36,124,13
36,125,13
36,126,13
36,127,13
36,129,13
36,130,13
36,131,13
36,132,13
36,133,13
36,134,13
36,135,13
36,384,13
36,122,13
37,28,13
37,29,13
37,31,13
37,32,13
37,33,13
37,39,13
37,40,13
37,162,13
37,163,13
37,165,13
37,176,13
37,385,13
37,34,14
37,51,14
37,52,14
37,53,14
37,59,14
37,68,14
37,74,14
37,81,14
37,82,14
37,87,14
37,93,14
37,94,14
37,95,14
37,100,14
37,115,14
37,116,14
37,117,14
37,118,14
37,218,14
37,254,14
37,299,14
37,358,14
37,359,14
37,121,13
37,123,13
37,124,13
37,125,13
37,126,13
37,127,13
37,129,13
37,130,13
37,131,13
37,132,13
37,133,13
37,134,13
37,135,13
37,384,13
37,122,13
38,28,21
38,29,21
38,31,21
38,32,21
38,33,21
38,39,21
38,40,21
38,162,21
38,163,21
38,165,21
38,176,21
38,385,21
38,34,14
38,51,14
38,52,14
38,53,14
38,59,14
38,60,14
38,68,14
38,74,14
38,81,14
38,82,14
38,87,14
38,93,14
38,94,14
38,95,14
38,218,14
38,254,14
38,359,14
38,101,14
38,102,14
38,111,14
38,112,14
38,270,14
38,271,14
38,273,14
38,261,14
38,262,14
38,103,14
38,104,14
38,105,14
38,108,14
38,110,14
38,113,14
38,116,14
38,117,14
38,118,14
38,121,14
38,124,14
38,149,14
38,259,14
38,264,14
38,266,14
38,268,14
38,269,14
38,272,14
38,275,14
38,299,14
38,358,14
38,106,14
38,123,13
38,125,13
38,126,13
38,127,13
38,129,13
38,130,13
38,132,13
38,133,13
38,134,13
38,135,13
38,137,13
38,122,13
38,136,13
38,131,13
39,28,13
39,29,13
39,31,13
39,32,13
39,33,13
39,39,13
39,40,13
39,162,13
39,163,13
39,165,13
39,176,13
39,385,13
39,34,12
39,51,12
39,59,12
39,68,12
39,74,12
39,81,12
39,82,12
39,87,12
39,93,12
39,94,12
39,95,12
39,100,12
39,115,12
39,116,12
39,117,12
39,118,12
39,121,12
39,124,12
39,125,12
39,218,12
39,254,12
39,299,12
39,358,12
39,359,12
39,122,21
39,123,21
39,126,21
39,127,21
39,129,21
39,130,21
39,132,21
39,133,21
39,134,21
39,135,21
39,151,12
39,384,21
39,131,21
39,1,12
39,23,12
39,49,12
39,148,12
39,150,12
39,152,12
39,153,12
39,154,12
39,155,12
39,22,12
40,28,21
40,29,21
40,31,21
40,32,21
40,33,21
40,39,21
40,40,21
40,162,21
40,163,21
40,165,21
40,176,21
40,385,21
40,34,14
40,51,14
40,52,14
40,53,14
40,59,14
40,68,14
40,74,14
40,81,14
40,82,14
40,87,14
40,93,14
40,94,14
40,95,14
40,100,14
40,115,14
40,116,14
40,117,14
40,118,14
40,218,14
40,254,14
40,299,14
40,358,14
40,359,14
40,387,14
40,121,13
40,123,13
40,124,13
40,125,13
40,126,13
40,127,13
40,129,13
40,130,13
40,131,13
40,132,13
40,133,13
40,134,13
40,135,13
40,384,13
40,122,13
41,28,21
41,29,21
41,31,21
41,32,21
41,33,21
41,39,21
41,40,21
41,162,21
41,163,21
41,165,21
41,176,21
41,385,21
41,34,5
41,51,5
41,52,5
41,53,5
41,59,5
41,218,5
41,219,5
41,220,5
41,221,5
41,223,5
41,359,5
41,222,5
41,49,5
41,148,5
